Timestamp,PKR,EUR,INR,GBP,AUD,CAD,SAR
2025-07-13 22:30:26,284.471587,0.855545,85.871396,0.740444,1.520469,1.36888,3.75
2025-07-13 22:30:31,284.471587,0.855545,85.871396,0.740444,1.520469,1.36888,3.75
2025-07-13 22:30:34,284.471587,0.855545,85.871396,0.740444,1.520469,1.36888,3.75
2025-07-13 22:30:37,284.471587,0.855545,85.871396,0.740444,1.520469,1.36888,3.75
2025-07-13 22:30:40,284.471587,0.855545,85.871396,0.740444,1.520469,1.36888,3.75
